Player,Span,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,Country,Start_Year,End_Year,Career_Length,Format,Discipline,Era
RT Stanyforth,1927-1928,4,8,9,7,2,7,0,3 (3ct 0st),1.125,England,1927,1928,2,Test,fielding,Pre-1970
GTS Stevens,1922-1930,10,19,9,9,0,0,9,2 (2ct 0st),0.473,England,1922,1930,9,Test,fielding,Pre-1970
V Subramanya,1965-1968,9,15,9,9,0,0,9,3 (3ct 0st),0.6,India,1965,1968,4,Test,fielding,Pre-1970
Taslim Arif,1980-1980,6,10,9,6,3,6,0,2 (1ct 1st),0.9,Pakistan,1980,1980,1,Test,fielding,1980s
Tauseef Ahmed,1980-1993,34,62,9,9,0,0,9,2 (2ct 0st),0.145,Pakistan,1980,1993,14,Test,fielding,1980s
PM Toohey,1977-1980,15,28,9,9,0,0,9,2 (2ct 0st),0.321,Australia,1977,1980,4,Test,fielding,1970s
L Tuckett,1947-1949,9,17,9,9,0,0,9,2 (2ct 0st),0.529,South Africa,1947,1949,3,Test,fielding,Pre-1970
PA Wallace,1997-1999,7,13,9,9,0,0,9,2 (2ct 0st),0.6920000000000001,West Indies,1997,1999,3,Test,fielding,1990s
SC Williams,2013-2018,10,18,9,9,0,0,9,2 (2ct 0st),0.5,Zimbabwe,2013,2018,6,Test,fielding,2010s
Abdur Rehman,2007-2014,22,44,8,8,0,0,8,1 (1ct 0st),0.181,Pakistan,2007,2014,8,Test,fielding,2000s
HR Adhikari,1947-1959,21,30,8,8,0,0,8,2 (2ct 0st),0.266,India,1947,1959,13,Test,fielding,Pre-1970
Akram Raza,1989-1995,9,15,8,8,0,0,8,2 (2ct 0st),0.5329999999999999,Pakistan,1989,1995,7,Test,fielding,1980s
Alimuddin,1954-1962,25,43,8,8,0,0,8,2 (2ct 0st),0.186,Pakistan,1954,1962,9,Test,fielding,Pre-1970
EG Arnold,1903-1907,10,19,8,8,0,0,8,2 (2ct 0st),0.421,England,1903,1907,5,Test,fielding,Pre-1970
GA Bartlett,1961-1968,10,18,8,8,0,0,8,1 (1ct 0st),0.444,New Zealand,1961,1968,8,Test,fielding,Pre-1970
CA Best,1986-1990,8,16,8,8,0,0,8,2 (2ct 0st),0.5,West Indies,1986,1990,5,Test,fielding,1980s
MG Bevan,1994-1998,18,36,8,8,0,0,8,2 (2ct 0st),0.222,Australia,1994,1998,5,Test,fielding,1990s
JG Binks,1964-1964,2,4,8,8,0,8,0,5 (5ct 0st),2.0,England,1964,1964,1,Test,fielding,Pre-1970
IR Bishop,1989-1998,43,79,8,8,0,0,8,2 (2ct 0st),0.1009999999999999,West Indies,1989,1998,10,Test,fielding,1980s
SE Bond,2001-2009,18,32,8,8,0,0,8,1 (1ct 0st),0.25,New Zealand,2001,2009,9,Test,fielding,2000s
TT Bresnan,2009-2013,23,43,8,8,0,0,8,1 (1ct 0st),0.186,England,2009,2013,5,Test,fielding,2000s
T Campbell,1910-1912,5,9,8,7,1,7,0,2 (2ct 0st),0.888,South Africa,1910,1912,3,Test,fielding,Pre-1970
HB Cave,1949-1958,19,27,8,8,0,0,8,2 (2ct 0st),0.296,New Zealand,1949,1958,10,Test,fielding,Pre-1970
BB Chari,2014-2018,7,13,8,8,0,3,5,3 (3ct 0st),0.615,Zimbabwe,2014,2018,5,Test,fielding,2010s
WL Cornford,1930-1930,4,6,8,5,3,5,0,3 (2ct 1st),1.3330000000000002,England,1930,1930,1,Test,fielding,Pre-1970
A Cotter,1904-1912,21,40,8,8,0,0,8,2 (2ct 0st),0.2,Australia,1904,1912,9,Test,fielding,Pre-1970
CEH Croft,1977-1982,27,52,8,8,0,0,8,2 (2ct 0st),0.153,West Indies,1977,1982,6,Test,fielding,1970s
LS Darling,1933-1937,12,23,8,8,0,0,8,3 (3ct 0st),0.347,Australia,1933,1937,5,Test,fielding,Pre-1970
HG Deane,1924-1931,17,27,8,8,0,0,8,2 (2ct 0st),0.296,South Africa,1924,1931,8,Test,fielding,Pre-1970
D Denton,1905-1910,11,21,8,8,0,0,8,2 (2ct 0st),0.38,England,1905,1910,6,Test,fielding,Pre-1970
ST Finn,2010-2016,36,68,8,8,0,0,8,2 (2ct 0st),0.1169999999999999,England,2010,2016,7,Test,fielding,2010s
TJ Franklin,1983-1991,21,35,8,8,0,0,8,2 (2ct 0st),0.228,New Zealand,1983,1991,9,Test,fielding,1980s
N Gifford,1964-1973,15,27,8,8,0,0,8,1 (1ct 0st),0.296,England,1964,1973,10,Test,fielding,Pre-1970
GJ Gilmour,1973-1977,15,29,8,8,0,0,8,2 (2ct 0st),0.275,Australia,1973,1977,5,Test,fielding,1970s
DR Hadlee,1969-1978,26,45,8,8,0,0,8,2 (2ct 0st),0.177,New Zealand,1969,1978,10,Test,fielding,Pre-1970
